validation_scheme,heldout_band,feature,train_mean,heldout_mean,mean_difference,standardized_mean_difference,train_median,heldout_median,median_difference,train_iqr,heldout_iqr,iqr_difference,train_missingness,heldout_missingness,missingness_difference,abs_standardized_mean_difference
five_band_holdout,band_5_north,annual_mean_sst_crw5km,13.143338,11.637223,-1.506115,-1.902661,13.101288,11.586911,-1.514377,1.019598,0.775637,-0.243961,0.000000,0.000000,0.000000,1.902661
five_band_holdout,band_3_central,slope_mean,0.025709,0.071260,0.045551,1.652166,0.020022,0.065134,0.045112,0.011450,0.066458,0.055008,0.000000,0.000000,0.000000,1.652166
five_band_holdout,band_1_south,annual_mean_sst_crw5km,12.563957,13.954748,1.390791,1.559049,12.695973,13.793229,1.097256,1.379836,1.193655,-0.186181,0.000000,0.000000,0.000000,1.559049
five_band_holdout,band_1_south,winter_max_wave_height_cdip_model,5.615952,3.743980,-1.871972,-1.203575,5.666351,3.680398,-1.985952,2.884374,1.444584,-1.439791,0.305556,0.305556,0.000000,1.203575
five_band_holdout,band_3_central,relative_canopy,0.104130,0.251065,0.146935,1.162655,0.068238,0.248629,0.180390,0.135549,0.233563,0.098015,0.000000,0.000000,0.000000,1.162655
five_band_holdout,band_4_north_central,slope_mean,0.039691,0.015334,-0.024357,-1.131194,0.026916,0.015393,-0.011523,0.039134,0.010893,-0.028242,0.000000,0.000000,0.000000,1.131194
five_band_holdout,band_5_north,winter_max_wave_height_cdip_model,4.873249,6.714792,1.841543,1.130207,4.356973,6.591412,2.234439,2.489105,1.635742,-0.853363,0.305556,0.305556,0.000000,1.130207
five_band_holdout,band_5_north,relative_canopy,0.156783,0.040453,-0.116330,-1.128971,0.121815,0.018100,-0.103715,0.196673,0.055387,-0.141286,0.000000,0.000000,0.000000,1.128971
five_band_holdout,band_5_north,instability_score_5yr_t,0.090913,0.042792,-0.048122,-1.010685,0.082708,0.035118,-0.047590,0.076109,0.050495,-0.025615,0.000000,0.000000,0.000000,1.010685
five_band_holdout,band_5_north,presence_frequency_5yr_t,0.913611,0.638889,-0.274722,-0.997158,1.000000,0.600000,-0.400000,0.000000,0.600000,0.600000,0.000000,0.000000,0.000000,0.997158
five_band_holdout,band_3_central,winter_max_wave_height_cdip_model,4.891381,6.642264,1.750883,0.966964,4.501669,6.498426,1.996757,2.645689,2.479360,-0.166329,0.305556,0.305556,0.000000,0.966964
five_band_holdout,band_2_south_central,instability_score_5yr_t,0.070394,0.124870,0.054476,0.930296,0.064505,0.120050,0.055545,0.067454,0.088613,0.021160,0.000000,0.000000,0.000000,0.930296
five_band_holdout,band_3_central,presence_frequency_5yr_t,0.823750,0.998333,0.174583,0.885524,1.000000,1.000000,0.000000,0.200000,0.000000,-0.200000,0.000000,0.000000,0.000000,0.885524
five_band_holdout,band_1_south,slope_mean,0.038379,0.020580,-0.017799,-0.803448,0.025418,0.018983,-0.006435,0.040381,0.007305,-0.033076,0.000000,0.000000,0.000000,0.803448
five_band_holdout,band_4_north_central,instability_score_5yr_t,0.088912,0.050797,-0.038115,-0.784761,0.080589,0.052451,-0.028138,0.082621,0.054220,-0.028401,0.000000,0.000000,0.000000,0.784761
five_band_holdout,band_1_south,distance_to_cdip_model_point_km,10.386948,6.194700,-4.192248,-0.729738,10.019855,5.402856,-4.616999,7.733465,9.616936,1.883471,0.000000,0.000000,0.000000,0.729738
five_band_holdout,band_3_central,mean_depth_m,65.072839,123.703314,58.630475,0.707259,52.855776,88.887629,36.031854,40.422901,119.176813,78.753913,0.000000,0.000000,0.000000,0.707259
five_band_holdout,band_4_north_central,annual_mean_sst_crw5km,12.981597,12.284187,-0.697411,-0.700863,12.993333,12.293110,-0.700223,1.184370,1.395993,0.211623,0.000000,0.000000,0.000000,0.700863
five_band_holdout,band_2_south_central,winter_max_wave_height_cdip_model,5.476163,4.303137,-1.173026,-0.667804,5.364428,3.990879,-1.373549,2.855750,2.062232,-0.793518,0.305556,0.305556,0.000000,0.667804
five_band_holdout,band_2_south_central,distance_to_cdip_model_point_km,8.692337,12.973144,4.280807,0.654714,8.602550,11.586679,2.984130,7.891016,8.607444,0.716428,0.000000,0.000000,0.000000,0.654714
five_band_holdout,band_4_north_central,relative_canopy,0.148119,0.075112,-0.073007,-0.648961,0.106904,0.052419,-0.054485,0.204280,0.102843,-0.101437,0.000000,0.000000,0.000000,0.648961
five_band_holdout,band_2_south_central,annual_mean_sst_crw5km,12.730272,13.289487,0.559214,0.611058,12.758143,13.162411,0.404268,1.636911,0.624342,-1.012568,0.000000,0.000000,0.000000,0.611058
five_band_holdout,band_2_south_central,presence_frequency_5yr_t,0.833333,0.960000,0.126667,0.609545,1.000000,1.000000,0.000000,0.200000,0.000000,-0.200000,0.000000,0.000000,0.000000,0.609545
five_band_holdout,band_4_north_central,mean_depth_m,84.126709,47.487834,-36.638875,-0.606348,61.233298,44.117849,-17.115449,54.983818,28.087884,-26.895935,0.000000,0.000000,0.000000,0.606348
five_band_holdout,band_5_north,slope_mean,0.037580,0.023778,-0.013802,-0.603504,0.023130,0.021682,-0.001447,0.040015,0.014794,-0.025221,0.000000,0.000000,0.000000,0.603504
five_band_holdout,band_5_north,mean_depth_m,83.639993,49.434698,-34.205295,-0.569533,59.556161,56.878734,-2.677428,55.546250,33.793727,-21.752523,0.000000,0.000000,0.000000,0.569533
five_band_holdout,band_3_central,canopy_drop_from_historical_peak,0.619596,0.443981,-0.175615,-0.568735,0.709457,0.432628,-0.276829,0.514628,0.495727,-0.018901,0.000000,0.000000,0.000000,0.568735
five_band_holdout,band_3_central,canopy_current_relative_to_cell_max,0.380404,0.556019,0.175615,0.568735,0.290543,0.567372,0.276829,0.514628,0.495727,-0.018901,0.000000,0.000000,0.000000,0.568735
five_band_holdout,band_3_central,instability_score_5yr_t,0.075311,0.105200,0.029889,0.533187,0.065593,0.099287,0.033694,0.073334,0.071810,-0.001524,0.000000,0.000000,0.000000,0.533187
five_band_holdout,band_1_south,mean_depth_m,82.792739,52.823715,-29.969024,-0.486400,60.545089,44.652471,-15.892618,50.790996,45.291153,-5.499843,0.000000,0.000000,0.000000,0.486400
five_band_holdout,band_2_south_central,mean_depth_m,68.362390,110.545109,42.182718,0.471308,56.196178,73.906945,17.710767,39.056703,84.965000,45.908297,0.000000,0.000000,0.000000,0.471308
five_band_holdout,band_5_north,canopy_drop_from_historical_peak,0.553449,0.708569,0.155120,0.466890,0.604040,0.873894,0.269854,0.531205,0.426687,-0.104518,0.000000,0.000000,0.000000,0.466890
five_band_holdout,band_5_north,canopy_current_relative_to_cell_max,0.446551,0.291431,-0.155120,-0.466890,0.395960,0.126106,-0.269854,0.531205,0.426687,-0.104518,0.000000,0.000000,0.000000,0.466890
five_band_holdout,band_5_north,canopy_drop_from_recent_peak_5yr,0.417152,0.580887,0.163736,0.454838,0.411372,0.708952,0.297581,0.687307,0.795267,0.107960,0.000000,0.000000,0.000000,0.454838
five_band_holdout,band_2_south_central,relative_canopy,0.121678,0.180873,0.059195,0.435462,0.078258,0.146918,0.068659,0.169425,0.195018,0.025593,0.000000,0.000000,0.000000,0.435462
five_band_holdout,band_3_central,shallow_area_share_0_30m,0.334524,0.218584,-0.115940,-0.426907,0.253091,0.121994,-0.131096,0.420164,0.138171,-0.281994,0.000000,0.000000,0.000000,0.426907
five_band_holdout,band_3_central,canopy_drop_from_recent_peak_5yr,0.477085,0.341154,-0.135931,-0.418076,0.520686,0.330008,-0.190678,0.789562,0.532078,-0.257485,0.000000,0.000000,0.000000,0.418076
five_band_holdout,band_2_south_central,slope_mean,0.032738,0.043145,0.010407,0.388674,0.020022,0.028997,0.008974,0.020269,0.047199,0.026930,0.000000,0.000000,0.000000,0.388674
five_band_holdout,band_3_central,canopy_current_relative_to_cell_median,1.178565,0.787338,-0.391227,-0.378671,0.926371,0.818719,-0.107652,1.164845,0.559046,-0.605799,0.000000,0.000000,0.000000,0.378671
five_band_holdout,band_4_north_central,summer_ssta_crw5km,-0.301058,-0.004449,0.296609,0.374567,-0.465707,-0.147826,0.317880,0.819701,0.874402,0.054701,0.000000,0.000000,0.000000,0.374567
five_band_holdout,band_1_south,shallow_area_share_0_30m,0.293136,0.384136,0.091000,0.351287,0.150560,0.326615,0.176055,0.367680,0.466832,0.099151,0.000000,0.000000,0.000000,0.351287
five_band_holdout,band_4_north_central,spring_ssta_crw5km,-0.497732,-0.237309,0.260423,0.346594,-0.571374,-0.248516,0.322857,0.918709,1.080879,0.162170,0.000000,0.000000,0.000000,0.346594
five_band_holdout,band_4_north_central,winter_max_wave_height_cdip_model,5.351043,4.803616,-0.547427,-0.315150,5.167526,4.501669,-0.665857,3.095150,2.110660,-0.984490,0.305556,0.305556,0.000000,0.315150
five_band_holdout,band_2_south_central,summer_ssta_crw5km,-0.193581,-0.434358,-0.240777,-0.300713,-0.353750,-0.577663,-0.223913,0.892745,0.658234,-0.234511,0.000000,0.000000,0.000000,0.300713
five_band_holdout,band_4_north_central,presence_frequency_5yr_t,0.875139,0.792778,-0.082361,-0.296784,1.000000,1.000000,0.000000,0.200000,0.400000,0.200000,0.000000,0.000000,0.000000,0.296784
five_band_holdout,band_1_south,canopy_current_percentile_within_cell,0.479187,0.567312,0.088125,0.292608,0.431677,0.565714,0.134037,0.550000,0.523708,-0.026292,0.000000,0.000000,0.000000,0.292608
five_band_holdout,band_3_central,canopy_current_percentile_within_cell,0.514067,0.427791,-0.086276,-0.281069,0.500000,0.355042,-0.144958,0.540022,0.523810,-0.016212,0.000000,0.000000,0.000000,0.281069
five_band_holdout,band_3_central,annual_mean_sst_crw5km,12.791411,13.044931,0.253520,0.274746,12.865362,12.949738,0.084376,1.681685,0.640274,-1.041411,0.000000,0.000000,0.000000,0.274746
five_band_holdout,band_2_south_central,spring_ssta_crw5km,-0.410574,-0.585942,-0.175368,-0.242396,-0.436429,-0.668736,-0.232308,1.023462,0.845742,-0.177720,0.000000,0.000000,0.000000,0.242396
five_band_holdout,band_1_south,presence_frequency_5yr_t,0.847500,0.903333,0.055833,0.240033,1.000000,1.000000,0.000000,0.200000,0.200000,0.000000,0.000000,0.000000,0.000000,0.240033
five_band_holdout,band_1_south,canopy_current_relative_to_cell_median,1.045384,1.320063,0.274679,0.206079,0.845246,1.000000,0.154754,0.866252,1.170474,0.304222,0.000000,0.000000,0.000000,0.206079
five_band_holdout,band_5_north,distance_to_cdip_model_point_km,9.313684,10.487755,1.174071,0.198656,9.401554,8.885563,-0.515991,8.777176,6.888786,-1.888390,0.000000,0.000000,0.000000,0.198656
five_band_holdout,band_4_north_central,canopy_drop_from_recent_peak_5yr_x_spring_ssta_local_z,0.032370,0.128585,0.096215,0.189238,0.000000,0.000000,0.000000,0.356436,0.385715,0.029279,0.000000,0.000000,0.000000,0.189238
five_band_holdout,band_2_south_central,summer_ssta_crw5km_percentile_within_cell,0.492609,0.437302,-0.055308,-0.184313,0.500000,0.428571,-0.071429,0.500000,0.544643,0.044643,0.000000,0.000000,0.000000,0.184313
five_band_holdout,band_5_north,canopy_current_percentile_within_cell,0.507521,0.453976,-0.053544,-0.169466,0.500000,0.358571,-0.141429,0.519231,0.584677,0.065447,0.000000,0.000000,0.000000,0.169466
five_band_holdout,band_3_central,canopy_5yr_slope_t,-0.001365,-0.006613,-0.005248,-0.167957,-0.000425,-0.005790,-0.005365,0.028970,0.043374,0.014404,0.000000,0.000000,0.000000,0.167957
five_band_holdout,band_2_south_central,summer_ssta_crw5km_local_z,-0.088494,-0.243565,-0.155070,-0.157485,-0.239434,-0.430913,-0.191479,0.992280,0.841926,-0.150354,0.000000,0.000000,0.000000,0.157485
five_band_holdout,band_5_north,canopy_current_relative_to_cell_median,1.050208,1.300765,0.250557,0.156694,0.926693,0.589297,-0.337397,0.822499,1.240435,0.417936,0.000000,0.000000,0.000000,0.156694
five_band_holdout,band_4_north_central,summer_ssta_crw5km_percentile_within_cell,0.472545,0.517560,0.045015,0.154338,0.464286,0.500000,0.035714,0.500000,0.535714,0.035714,0.000000,0.000000,0.000000,0.154338
five_band_holdout,band_2_south_central,warmest_month_mean_sst_crw5km_percentile_within_cell,0.515650,0.473611,-0.042039,-0.147787,0.500000,0.428571,-0.071429,0.464286,0.500000,0.035714,0.000000,0.000000,0.000000,0.147787
five_band_holdout,band_2_south_central,shallow_area_share_0_30m,0.318994,0.280704,-0.038289,-0.144722,0.186217,0.141951,-0.044266,0.365413,0.412667,0.047253,0.000000,0.000000,0.000000,0.144722
five_band_holdout,band_1_south,relative_canopy,0.136876,0.120083,-0.016792,-0.138504,0.093414,0.097625,0.004211,0.190456,0.136388,-0.054068,0.000000,0.000000,0.000000,0.138504
five_band_holdout,band_4_north_central,shallow_area_share_0_30m,0.303470,0.342797,0.039327,0.137540,0.176363,0.273292,0.096929,0.367430,0.386568,0.019137,0.000000,0.000000,0.000000,0.137540
five_band_holdout,band_4_north_central,summer_ssta_local_z_x_shallow_area_share_0_30m,-0.042843,0.011553,0.054396,0.131403,-0.042413,-0.009374,0.033039,0.193498,0.173601,-0.019897,0.000000,0.000000,0.000000,0.131403
five_band_holdout,band_4_north_central,summer_ssta_crw5km_local_z,-0.143905,-0.021922,0.121983,0.128994,-0.325655,-0.134561,0.191093,0.960959,0.986612,0.025653,0.000000,0.000000,0.000000,0.128994
five_band_holdout,band_2_south_central,summer_ssta_local_z_x_shallow_area_share_0_30m,-0.021812,-0.072571,-0.050758,-0.126805,-0.030478,-0.051709,-0.021231,0.194736,0.180499,-0.014236,0.000000,0.000000,0.000000,0.126805
five_band_holdout,band_4_north_central,spring_ssta_local_z_x_shallow_area_share_0_30m,-0.009266,0.040850,0.050115,0.118761,-0.013089,0.001649,0.014738,0.224607,0.207434,-0.017173,0.000000,0.000000,0.000000,0.118761
five_band_holdout,band_1_south,warmest_month_mean_sst_crw5km_percentile_within_cell,0.500620,0.533730,0.033110,0.116895,0.500000,0.571429,0.071429,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.116895
five_band_holdout,band_5_north,canopy_5yr_slope_relative_to_cell_median,-0.012476,-0.079251,-0.066774,-0.114200,-0.011219,-0.023627,-0.012408,0.261506,0.529700,0.268194,0.000000,0.000000,0.000000,0.114200
five_band_holdout,band_2_south_central,annual_max_wave_height_percentile_within_wave_source,0.546882,0.512941,-0.033941,-0.112147,0.588235,0.529412,-0.058824,0.529412,0.588235,0.058824,0.305556,0.305556,0.000000,0.112147
five_band_holdout,band_2_south_central,canopy_drop_from_recent_peak_5yr_x_spring_ssta_local_z,0.062561,0.007819,-0.054742,-0.111992,0.000000,0.000000,0.000000,0.396669,0.293891,-0.102778,0.000000,0.000000,0.000000,0.111992
five_band_holdout,band_2_south_central,canopy_current_relative_to_cell_median,1.124338,1.004246,-0.120092,-0.108734,0.877702,0.932460,0.054758,0.931624,0.802123,-0.129500,0.000000,0.000000,0.000000,0.108734
five_band_holdout,band_4_north_central,distance_to_cdip_model_point_km,9.688571,8.988208,-0.700363,-0.107553,9.536264,6.578553,-2.957711,7.763504,7.784403,0.020899,0.000000,0.000000,0.000000,0.107553
five_band_holdout,band_5_north,canopy_3yr_slope_relative_x_winter_wave_local_z,-0.006209,0.107208,0.113417,0.103438,-0.009380,-0.004010,0.005370,0.310330,0.316072,0.005742,0.305556,0.305556,0.000000,0.103438
five_band_holdout,band_4_north_central,spring_ssta_crw5km_percentile_within_cell,0.504762,0.533829,0.029067,0.103214,0.464286,0.535714,0.071429,0.464286,0.500000,0.035714,0.000000,0.000000,0.000000,0.103214
five_band_holdout,band_4_north_central,canopy_5yr_slope_t,-0.002950,-0.000275,0.002674,0.098770,-0.001735,0.000607,0.002342,0.034627,0.022674,-0.011953,0.000000,0.000000,0.000000,0.098770
five_band_holdout,band_4_north_central,canopy_current_percentile_within_cell,0.490660,0.521418,0.030758,0.098576,0.454545,0.500000,0.045455,0.532366,0.575980,0.043614,0.000000,0.000000,0.000000,0.098576
five_band_holdout,band_4_north_central,spring_ssta_crw5km_local_z,-0.028930,0.063834,0.092763,0.097746,-0.118155,0.016084,0.134239,1.233936,1.356907,0.122971,0.000000,0.000000,0.000000,0.097746
five_band_holdout,band_2_south_central,lag1_winter_max_wave_height_local_z,0.141859,0.041528,-0.100331,-0.096901,0.092558,-0.021173,-0.113732,1.636633,1.556333,-0.080301,0.333333,0.333333,0.000000,0.096901
five_band_holdout,band_3_central,distance_to_cdip_model_point_km,9.660952,9.098685,-0.562267,-0.096124,8.450723,10.019855,1.569132,7.776771,7.492131,-0.284640,0.000000,0.000000,0.000000,0.096124
five_band_holdout,band_5_north,shallow_area_share_0_30m,0.306555,0.330458,0.023903,0.093063,0.176363,0.197207,0.020845,0.350846,0.441502,0.090656,0.000000,0.000000,0.000000,0.093063
five_band_holdout,band_1_south,summer_ssta_crw5km_percentile_within_cell,0.476215,0.502877,0.026662,0.091364,0.464286,0.500000,0.035714,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.091364
five_band_holdout,band_2_south_central,canopy_drop_from_historical_peak,0.578726,0.607461,0.028735,0.090889,0.646634,0.674671,0.028037,0.600085,0.422189,-0.177896,0.000000,0.000000,0.000000,0.090889
five_band_holdout,band_2_south_central,canopy_current_relative_to_cell_max,0.421274,0.392539,-0.028735,-0.090889,0.353366,0.325329,-0.028037,0.600085,0.422189,-0.177896,0.000000,0.000000,0.000000,0.090889
five_band_holdout,band_5_north,spring_ssta_crw5km_percentile_within_cell,0.515625,0.490377,-0.025248,-0.090504,0.500000,0.464286,-0.035714,0.464286,0.464286,0.000000,0.000000,0.000000,0.000000,0.090504
five_band_holdout,band_1_south,canopy_drop_from_historical_peak,0.590346,0.560983,-0.029362,-0.089788,0.673070,0.608382,-0.064688,0.567464,0.529068,-0.038397,0.000000,0.000000,0.000000,0.089788
five_band_holdout,band_1_south,canopy_current_relative_to_cell_max,0.409654,0.439017,0.029362,0.089788,0.326930,0.391618,0.064688,0.567464,0.529068,-0.038397,0.000000,0.000000,0.000000,0.089788
five_band_holdout,band_1_south,canopy_3yr_slope_relative_x_winter_wave_local_z,0.030068,-0.037902,-0.067969,-0.088551,-0.008041,-0.002791,0.005250,0.276365,0.443918,0.167553,0.305556,0.305556,0.000000,0.088551
five_band_holdout,band_5_north,spring_ssta_crw5km_local_z,0.006028,-0.075997,-0.082024,-0.087868,-0.093716,-0.115903,-0.022187,1.192884,1.370080,0.177196,0.000000,0.000000,0.000000,0.087868
five_band_holdout,band_4_north_central,annual_mean_ssta_crw5km_local_z,-0.046213,0.031266,0.077479,0.085746,-0.199143,-0.115323,0.083821,1.089027,1.261328,0.172301,0.000000,0.000000,0.000000,0.085746
five_band_holdout,band_3_central,summer_ssta_crw5km,-0.228101,-0.296275,-0.068173,-0.085377,-0.389130,-0.478261,-0.089130,0.884185,0.775924,-0.108261,0.000000,0.000000,0.000000,0.085377
five_band_holdout,band_5_north,lag1_winter_max_wave_height_local_z,0.104037,0.192820,0.088783,0.081547,0.041782,0.100187,0.058405,1.568391,1.746717,0.178326,0.333333,0.333333,0.000000,0.081547
five_band_holdout,band_1_south,summer_ssta_crw5km_local_z,-0.134944,-0.057765,0.077180,0.080559,-0.299966,-0.227403,0.072563,0.969220,1.060048,0.090829,0.000000,0.000000,0.000000,0.080559
