validation_scheme,heldout_band,feature,train_mean,heldout_mean,mean_difference,standardized_mean_difference,train_median,heldout_median,median_difference,train_iqr,heldout_iqr,iqr_difference,train_missingness,heldout_missingness,missingness_difference,abs_standardized_mean_difference
three_band_holdout,band_2_central,mean_depth_m,56.572286,119.780562,63.208276,0.756064,52.855776,72.115215,19.259439,41.197255,109.574506,68.377251,0.000000,0.000000,0.000000,0.756064
three_band_holdout,band_2_central,winter_max_wave_height_cdip_model,4.814247,6.149593,1.335346,0.736263,4.357168,5.952047,1.594879,2.768835,2.628692,-0.140143,0.305556,0.305556,0.000000,0.736263
three_band_holdout,band_3_north,mean_depth_m,90.949046,49.331070,-41.617975,-0.643472,60.040541,53.320574,-6.719966,77.418336,33.793727,-43.624608,0.000000,0.000000,0.000000,0.643472
three_band_holdout,band_1_south,slope_mean,0.040064,0.024638,-0.015426,-0.621997,0.026966,0.021705,-0.005261,0.045004,0.008369,-0.036635,0.000000,0.000000,0.000000,0.621997
three_band_holdout,band_3_north,winter_max_wave_height_cdip_model,4.898162,5.908151,1.009989,0.555213,4.336788,6.016409,1.679621,2.691755,2.571281,-0.120474,0.305556,0.305556,0.000000,0.555213
three_band_holdout,band_2_central,instability_score_5yr_t,0.071631,0.101812,0.030181,0.524231,0.064060,0.093420,0.029360,0.070327,0.081179,0.010852,0.000000,0.000000,0.000000,0.524231
three_band_holdout,band_3_north,canopy_drop_from_recent_peak_5yr,0.395761,0.554989,0.159228,0.448277,0.389661,0.673857,0.284195,0.650884,0.816255,0.165371,0.000000,0.000000,0.000000,0.448277
three_band_holdout,band_1_south,instability_score_5yr_t,0.072977,0.097424,0.024448,0.430824,0.063572,0.091637,0.028065,0.069788,0.080043,0.010255,0.000000,0.000000,0.000000,0.430824
three_band_holdout,band_1_south,presence_frequency_5yr_t,0.824411,0.925163,0.100753,0.430516,1.000000,1.000000,0.000000,0.200000,0.200000,0.000000,0.000000,0.000000,0.000000,0.430516
three_band_holdout,band_2_central,canopy_drop_from_recent_peak_5yr,0.492755,0.358829,-0.133926,-0.398047,0.546434,0.338587,-0.207847,0.814269,0.574596,-0.239673,0.000000,0.000000,0.000000,0.398047
three_band_holdout,band_2_central,canopy_current_relative_to_cell_max,0.375839,0.499863,0.124024,0.390167,0.279643,0.497011,0.217368,0.535423,0.503844,-0.031579,0.000000,0.000000,0.000000,0.390167
three_band_holdout,band_2_central,canopy_drop_from_historical_peak,0.624161,0.500137,-0.124024,-0.390167,0.720357,0.502989,-0.217368,0.535423,0.503844,-0.031579,0.000000,0.000000,0.000000,0.390167
three_band_holdout,band_3_north,canopy_drop_from_historical_peak,0.541915,0.667087,0.125172,0.375704,0.588590,0.829156,0.240566,0.503410,0.559644,0.056234,0.000000,0.000000,0.000000,0.375704
three_band_holdout,band_3_north,canopy_current_relative_to_cell_max,0.458085,0.332913,-0.125172,-0.375704,0.411410,0.170844,-0.240566,0.503410,0.559644,0.056234,0.000000,0.000000,0.000000,0.375704
three_band_holdout,band_2_central,shallow_area_share_0_30m,0.341421,0.247404,-0.094017,-0.353314,0.253091,0.146791,-0.106300,0.467933,0.314327,-0.153606,0.000000,0.000000,0.000000,0.353314
three_band_holdout,band_2_central,annual_mean_sst_crw5km,12.738127,13.063091,0.324964,0.336144,12.834583,12.964219,0.129636,1.864533,0.655771,-1.208762,0.000000,0.000000,0.000000,0.336144
three_band_holdout,band_2_central,canopy_current_relative_to_cell_median,1.211968,0.863066,-0.348902,-0.309182,0.933658,0.845219,-0.088439,1.234455,0.627111,-0.607344,0.000000,0.000000,0.000000,0.309182
three_band_holdout,band_1_south,canopy_current_percentile_within_cell,0.465509,0.557575,0.092066,0.305567,0.400000,0.535714,0.135714,0.576087,0.483797,-0.092290,0.000000,0.000000,0.000000,0.305567
three_band_holdout,band_1_south,mean_depth_m,83.488399,63.813501,-19.674898,-0.285316,60.436893,47.797297,-12.639596,40.692147,44.433863,3.741716,0.000000,0.000000,0.000000,0.285316
three_band_holdout,band_3_north,distance_to_cdip_model_point_km,8.992589,10.627616,1.635027,0.261317,9.367760,10.586926,1.219166,8.415782,6.888786,-1.526996,0.000000,0.000000,0.000000,0.261317
three_band_holdout,band_2_central,canopy_current_percentile_within_cell,0.516084,0.455858,-0.060226,-0.195672,0.500000,0.400000,-0.100000,0.545588,0.557909,0.012321,0.000000,0.000000,0.000000,0.195672
three_band_holdout,band_1_south,summer_ssta_crw5km,-0.188777,-0.344539,-0.155762,-0.190514,-0.349511,-0.510489,-0.160978,0.853913,0.818451,-0.035462,0.000000,0.000000,0.000000,0.190514
three_band_holdout,band_1_south,shallow_area_share_0_30m,0.294310,0.344386,0.050076,0.189543,0.150396,0.270968,0.120572,0.367673,0.395279,0.027606,0.000000,0.000000,0.000000,0.189543
three_band_holdout,band_3_north,summer_ssta_crw5km,-0.287578,-0.152750,0.134828,0.169908,-0.471250,-0.280217,0.191033,0.863478,0.826033,-0.037446,0.000000,0.000000,0.000000,0.169908
three_band_holdout,band_1_south,spring_ssta_crw5km,-0.404307,-0.525896,-0.121588,-0.169205,-0.432747,-0.628571,-0.195824,1.035330,0.862253,-0.173077,0.000000,0.000000,0.000000,0.169205
three_band_holdout,band_2_central,distance_to_cdip_model_point_km,9.854198,8.898887,-0.955311,-0.155532,9.853027,9.120631,-0.732396,8.162153,6.133501,-2.028652,0.000000,0.000000,0.000000,0.155532
three_band_holdout,band_3_north,shallow_area_share_0_30m,0.297364,0.338457,0.041092,0.149116,0.183168,0.150396,-0.032773,0.305449,0.482474,0.177025,0.000000,0.000000,0.000000,0.149116
three_band_holdout,band_1_south,canopy_current_relative_to_cell_median,1.039242,1.218881,0.179638,0.142352,0.801103,1.000000,0.198897,0.865324,1.057420,0.192096,0.000000,0.000000,0.000000,0.142352
three_band_holdout,band_3_north,canopy_current_relative_to_cell_median,1.046365,1.205055,0.158691,0.112280,0.947461,0.667537,-0.279924,0.745051,1.247995,0.502944,0.000000,0.000000,0.000000,0.112280
three_band_holdout,band_1_south,canopy_drop_from_recent_peak_5yr_x_spring_ssta_local_z,0.070394,0.015155,-0.055239,-0.112078,0.000000,0.000000,0.000000,0.414471,0.290603,-0.123868,0.000000,0.000000,0.000000,0.112078
three_band_holdout,band_1_south,distance_to_cdip_model_point_km,9.789444,9.080780,-0.708665,-0.109584,9.367760,9.435349,0.067589,7.697390,9.582399,1.885009,0.000000,0.000000,0.000000,0.109584
three_band_holdout,band_3_north,canopy_current_percentile_within_cell,0.508258,0.474593,-0.033665,-0.107324,0.500000,0.400000,-0.100000,0.511905,0.590278,0.078373,0.000000,0.000000,0.000000,0.107324
three_band_holdout,band_2_central,canopy_5yr_slope_t,-0.001382,-0.004610,-0.003229,-0.102712,-0.000500,-0.003565,-0.003065,0.027837,0.041501,0.013664,0.000000,0.000000,0.000000,0.102712
three_band_holdout,band_3_north,canopy_3yr_slope_relative_x_winter_wave_local_z,-0.014681,0.076952,0.091634,0.092301,-0.010873,-0.005879,0.004994,0.313481,0.283956,-0.029525,0.305556,0.305556,0.000000,0.092301
three_band_holdout,band_3_north,canopy_5yr_slope_relative_to_cell_median,-0.010363,-0.055858,-0.045495,-0.091314,-0.016821,-0.002804,0.014017,0.248902,0.441583,0.192682,0.000000,0.000000,0.000000,0.091314
three_band_holdout,band_1_south,canopy_3yr_slope_relative_x_winter_wave_local_z,0.041472,-0.032052,-0.073524,-0.090680,-0.006921,-0.010901,-0.003980,0.244656,0.497228,0.252571,0.305556,0.305556,0.000000,0.090680
three_band_holdout,band_2_central,spring_ssta_crw5km,-0.466327,-0.401703,0.064624,0.087137,-0.547033,-0.449121,0.097912,0.981374,0.918297,-0.063077,0.000000,0.000000,0.000000,0.087137
three_band_holdout,band_1_south,canopy_drop_from_recent_peak_5yr,0.459881,0.430521,-0.029360,-0.083500,0.469433,0.455115,-0.014318,0.740965,0.750461,0.009496,0.000000,0.000000,0.000000,0.083500
three_band_holdout,band_1_south,canopy_5yr_slope_relative_to_cell_median,-0.037600,-0.002986,0.034614,0.080619,-0.010442,-0.021392,-0.010950,0.256544,0.340352,0.083808,0.000000,0.000000,0.000000,0.080619
three_band_holdout,band_3_north,spring_ssta_crw5km,-0.465681,-0.406759,0.058922,0.078491,-0.545385,-0.378242,0.167143,0.863984,1.124286,0.260302,0.000000,0.000000,0.000000,0.078491
three_band_holdout,band_3_north,canopy_drop_from_recent_peak_5yr_x_spring_ssta_local_z,0.038547,0.076976,0.038429,0.074125,0.000000,0.000000,0.000000,0.284760,0.554974,0.270214,0.000000,0.000000,0.000000,0.074125
three_band_holdout,band_3_north,canopy_5yr_slope_t,-0.003027,-0.001227,0.001799,0.064933,-0.002477,-0.000067,0.002409,0.040157,0.018563,-0.021594,0.000000,0.000000,0.000000,0.064933
three_band_holdout,band_1_south,lag1_winter_max_wave_height_local_z,0.144686,0.077355,-0.067331,-0.064347,0.061268,0.088961,0.027693,1.726254,1.473663,-0.252592,0.333333,0.333333,0.000000,0.064347
three_band_holdout,band_1_south,relative_canopy,0.130732,0.138924,0.008192,0.063570,0.080910,0.106786,0.025876,0.188415,0.156722,-0.031693,0.000000,0.000000,0.000000,0.063570
three_band_holdout,band_2_central,canopy_3yr_slope_t,-0.002210,-0.006039,-0.003829,-0.056259,-0.000203,-0.005883,-0.005680,0.048212,0.079861,0.031649,0.000000,0.000000,0.000000,0.056259
three_band_holdout,band_3_north,summer_ssta_crw5km_percentile_within_cell,0.476070,0.492180,0.016110,0.055109,0.464286,0.482143,0.017857,0.508929,0.500000,-0.008929,0.000000,0.000000,0.000000,0.055109
three_band_holdout,band_3_north,canopy_3yr_slope_t,-0.004486,-0.001395,0.003091,0.052466,-0.003023,-0.000112,0.002910,0.076594,0.029305,-0.047289,0.000000,0.000000,0.000000,0.052466
three_band_holdout,band_3_north,annual_max_wave_height_percentile_within_wave_source,0.534831,0.550311,0.015481,0.051857,0.529412,0.588235,0.058824,0.588235,0.529412,-0.058824,0.305556,0.305556,0.000000,0.051857
three_band_holdout,band_3_north,summer_ssta_local_z_x_shallow_area_share_0_30m,-0.038928,-0.018446,0.020482,0.050358,-0.038425,-0.027363,0.011062,0.187251,0.201210,0.013960,0.000000,0.000000,0.000000,0.050358
three_band_holdout,band_3_north,lag1_winter_max_wave_height_local_z,0.103425,0.157449,0.054024,0.050200,0.064649,0.093748,0.029099,1.549504,1.751493,0.201989,0.333333,0.333333,0.000000,0.050200
three_band_holdout,band_2_central,annual_max_wave_height_percentile_within_wave_source,0.544913,0.529853,-0.015061,-0.049986,0.588235,0.588235,0.000000,0.529412,0.544118,0.014706,0.305556,0.305556,0.000000,0.049986
three_band_holdout,band_3_north,summer_ssta_crw5km_local_z,-0.134951,-0.089531,0.045420,0.047619,-0.307576,-0.213485,0.094091,0.980828,1.023393,0.042564,0.000000,0.000000,0.000000,0.047619
three_band_holdout,band_1_south,winter_mean_wave_height_local_z,0.009517,-0.035960,-0.045477,-0.046503,0.190282,0.183005,-0.007277,1.389006,1.378608,-0.010398,0.305556,0.305556,0.000000,0.046503
three_band_holdout,band_1_south,canopy_5yr_slope_t,-0.002867,-0.001536,0.001332,0.042583,-0.000582,-0.001758,-0.001176,0.028651,0.038772,0.010121,0.000000,0.000000,0.000000,0.042583
three_band_holdout,band_1_south,summer_ssta_local_z_x_shallow_area_share_0_30m,-0.026264,-0.043028,-0.016764,-0.041409,-0.026491,-0.054184,-0.027693,0.164908,0.256133,0.091225,0.000000,0.000000,0.000000,0.041409
three_band_holdout,band_2_central,spring_ssta_crw5km_local_z,-0.022127,0.014592,0.036718,0.038937,-0.110786,-0.092543,0.018243,1.264857,1.102349,-0.162508,0.000000,0.000000,0.000000,0.038937
three_band_holdout,band_2_central,winter_wave_local_z_x_shallow_area_share_0_30m,0.035899,0.020906,-0.014993,-0.036428,0.007470,0.001979,-0.005491,0.314262,0.200573,-0.113689,0.305556,0.305556,0.000000,0.036428
three_band_holdout,band_1_south,summer_ssta_crw5km_percentile_within_cell,0.485179,0.474498,-0.010681,-0.036115,0.464286,0.464286,0.000000,0.535714,0.500000,-0.035714,0.000000,0.000000,0.000000,0.036115
three_band_holdout,band_2_central,canopy_drop_from_recent_peak_5yr_x_spring_ssta_local_z,0.046065,0.063401,0.017335,0.035894,0.000000,0.000000,0.000000,0.442168,0.270486,-0.171683,0.000000,0.000000,0.000000,0.035894
three_band_holdout,band_2_central,winter_mean_wave_height_local_z,-0.017069,0.017693,0.034762,0.035604,0.171566,0.256457,0.084891,1.382175,1.475210,0.093035,0.305556,0.305556,0.000000,0.035604
three_band_holdout,band_1_south,summer_ssta_crw5km_local_z,-0.109221,-0.139479,-0.030258,-0.031215,-0.270140,-0.318133,-0.047993,0.977818,0.991739,0.013921,0.000000,0.000000,0.000000,0.031215
three_band_holdout,band_3_north,spring_ssta_crw5km_percentile_within_cell,0.513438,0.505019,-0.008419,-0.030042,0.500000,0.500000,0.000000,0.464286,0.464286,0.000000,0.000000,0.000000,0.000000,0.030042
three_band_holdout,band_2_central,canopy_5yr_slope_relative_to_cell_median,-0.029422,-0.018200,0.011222,0.028799,-0.011410,-0.014567,-0.003157,0.370548,0.169433,-0.201116,0.000000,0.000000,0.000000,0.028799
three_band_holdout,band_3_north,spring_ssta_crw5km_local_z,-0.001602,-0.027411,-0.025809,-0.027486,-0.105770,-0.056890,0.048880,1.172403,1.385328,0.212925,0.000000,0.000000,0.000000,0.027486
three_band_holdout,band_2_central,summer_ssta_crw5km,-0.248644,-0.227057,0.021588,0.026764,-0.402011,-0.448478,-0.046467,0.834565,0.880815,0.046250,0.000000,0.000000,0.000000,0.026764
three_band_holdout,band_1_south,winter_wave_local_z_x_shallow_area_share_0_30m,0.027517,0.038058,0.010542,0.024602,-0.000438,0.017044,0.017482,0.237253,0.350191,0.112938,0.305556,0.305556,0.000000,0.024602
three_band_holdout,band_1_south,winter_max_wave_height_local_z,0.087280,0.112311,0.025030,0.024329,-0.005089,0.097810,0.102898,1.659814,1.528353,-0.131461,0.305556,0.305556,0.000000,0.024329
three_band_holdout,band_2_central,canopy_3yr_slope_relative_x_winter_wave_local_z,0.022450,0.003775,-0.018676,-0.024222,-0.007518,-0.010174,-0.002657,0.385786,0.214498,-0.171288,0.305556,0.305556,0.000000,0.024222
three_band_holdout,band_2_central,spring_ssta_crw5km_percentile_within_cell,0.508433,0.515129,0.006696,0.023739,0.500000,0.500000,0.000000,0.464286,0.473214,0.008929,0.000000,0.000000,0.000000,0.023739
three_band_holdout,band_1_south,canopy_3yr_slope_relative_to_cell_median,-0.027269,-0.010522,0.016747,0.021064,-0.014190,-0.018042,-0.003852,0.468697,0.689739,0.221042,0.000000,0.000000,0.000000,0.021064
three_band_holdout,band_2_central,winter_max_wave_height_local_z,0.102013,0.082567,-0.019446,-0.018921,0.051911,0.022890,-0.029021,1.583146,1.490854,-0.092292,0.305556,0.305556,0.000000,0.018921
three_band_holdout,band_2_central,summer_ssta_crw5km_percentile_within_cell,0.483339,0.477741,-0.005599,-0.018915,0.464286,0.464286,0.000000,0.508929,0.535714,0.026786,0.000000,0.000000,0.000000,0.018915
three_band_holdout,band_2_central,annual_mean_ssta_crw5km_local_z,-0.035570,-0.020404,0.015166,0.016779,-0.189644,-0.185182,0.004462,1.195168,1.050467,-0.144701,0.000000,0.000000,0.000000,0.016779
three_band_holdout,band_2_central,summer_ssta_crw5km_local_z,-0.114505,-0.130141,-0.015636,-0.016225,-0.279223,-0.299309,-0.020086,0.999921,0.968010,-0.031911,0.000000,0.000000,0.000000,0.016225
three_band_holdout,band_1_south,canopy_current_relative_to_cell_max,0.413858,0.418765,0.004907,0.015056,0.334342,0.354116,0.019774,0.601765,0.468181,-0.133584,0.000000,0.000000,0.000000,0.015056
three_band_holdout,band_1_south,canopy_drop_from_historical_peak,0.586142,0.581235,-0.004907,-0.015056,0.665658,0.645884,-0.019774,0.601765,0.468181,-0.133584,0.000000,0.000000,0.000000,0.015056
three_band_holdout,band_1_south,spring_ssta_local_z_x_shallow_area_share_0_30m,0.002741,-0.003092,-0.005833,-0.014897,-0.005634,-0.022863,-0.017228,0.195005,0.286492,0.091487,0.000000,0.000000,0.000000,0.014897
three_band_holdout,band_3_north,canopy_3yr_slope_relative_to_cell_median,-0.017134,-0.030195,-0.013061,-0.014221,-0.022628,-0.005332,0.017296,0.493768,0.723542,0.229773,0.000000,0.000000,0.000000,0.014221
three_band_holdout,band_2_central,lag1_winter_max_wave_height_local_z,0.117402,0.131125,0.013723,0.012756,0.090835,0.034161,-0.056673,1.591019,1.683070,0.092051,0.333333,0.333333,0.000000,0.012756
three_band_holdout,band_3_north,winter_mean_wave_height_local_z,-0.009946,0.001822,0.011768,0.012102,0.204631,0.145324,-0.059307,1.344799,1.415707,0.070908,0.305556,0.305556,0.000000,0.012102
three_band_holdout,band_1_south,annual_mean_ssta_crw5km_local_z,-0.027268,-0.037412,-0.010143,-0.011201,-0.154637,-0.263841,-0.109205,1.144883,1.111469,-0.033413,0.000000,0.000000,0.000000,0.011201
three_band_holdout,band_1_south,spring_ssta_crw5km_local_z,-0.007046,-0.016843,-0.009796,-0.010507,-0.079120,-0.153530,-0.074410,1.272332,1.221400,-0.050931,0.000000,0.000000,0.000000,0.010507
three_band_holdout,band_2_central,summer_ssta_local_z_x_shallow_area_share_0_30m,-0.030737,-0.034571,-0.003833,-0.009794,-0.041116,-0.025903,0.015212,0.222844,0.138099,-0.084745,0.000000,0.000000,0.000000,0.009794
three_band_holdout,band_1_south,canopy_3yr_slope_t,-0.003647,-0.003024,0.000622,0.009419,-0.000513,-0.001908,-0.001395,0.050268,0.072145,0.021877,0.000000,0.000000,0.000000,0.009419
three_band_holdout,band_3_north,winter_wave_local_z_x_shallow_area_share_0_30m,0.029742,0.033739,0.003997,0.009119,0.007510,-0.002426,-0.009937,0.271951,0.281974,0.010023,0.305556,0.305556,0.000000,0.009119
three_band_holdout,band_2_central,spring_ssta_local_z_x_shallow_area_share_0_30m,-0.000224,0.002843,0.003067,0.008048,-0.015024,-0.005531,0.009493,0.268534,0.153102,-0.115433,0.000000,0.000000,0.000000,0.008048
three_band_holdout,band_3_north,spring_ssta_local_z_x_shallow_area_share_0_30m,-0.000214,0.002644,0.002859,0.007078,-0.011414,-0.005831,0.005583,0.207189,0.253460,0.046270,0.000000,0.000000,0.000000,0.007078
three_band_holdout,band_1_south,spring_ssta_crw5km_percentile_within_cell,0.509921,0.511846,0.001926,0.006902,0.500000,0.464286,-0.035714,0.464286,0.464286,0.000000,0.000000,0.000000,0.000000,0.006902
three_band_holdout,band_3_north,winter_max_wave_height_local_z,0.097889,0.091716,-0.006173,-0.005999,0.065682,-0.010859,-0.076541,1.551349,1.675065,0.123716,0.305556,0.305556,0.000000,0.005999
three_band_holdout,band_2_central,canopy_3yr_slope_relative_to_cell_median,-0.020359,-0.024160,-0.003801,-0.005259,-0.010228,-0.027996,-0.017769,0.710287,0.340853,-0.369433,0.000000,0.000000,0.000000,0.005259
three_band_holdout,band_3_north,annual_mean_ssta_crw5km_local_z,-0.029166,-0.033728,-0.004563,-0.005042,-0.222227,-0.139366,0.082860,1.074203,1.254418,0.180215,0.000000,0.000000,0.000000,0.005042
three_band_holdout,band_1_south,annual_max_wave_height_percentile_within_wave_source,0.540392,0.539516,-0.000877,-0.002910,0.588235,0.529412,-0.058824,0.529412,0.588235,0.058824,0.305556,0.305556,0.000000,0.002910
three_band_holdout,band_3_north,warmest_month_mean_sst_crw5km_percentile_within_cell,0.507486,0.506769,-0.000716,-0.002524,0.500000,0.500000,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.002524
three_band_holdout,band_2_central,warmest_month_mean_sst_crw5km_percentile_within_cell,0.507090,0.507564,0.000474,0.001675,0.500000,0.500000,0.000000,0.500000,0.464286,-0.035714,0.000000,0.000000,0.000000,0.001675
three_band_holdout,band_1_south,warmest_month_mean_sst_crw5km_percentile_within_cell,0.507155,0.507411,0.000256,0.000901,0.500000,0.500000,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000901
